InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV-500864,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-10-17 09:42:36,14.5,CUST-11138,United Kingdom
INV-500054,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-03-28 04:20:15,9.99,CUST-10207,Germany
INV-502080,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-12-28 00:14:41,34.5,CUST-10160,Germany
INV-500557,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-02-25 00:30:47,16.75,CUST-10318,United Kingdom
INV-500992,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-04-23 14:12:07,24.0,CUST-10461,United Kingdom
INV-504291,PROD-104,Organic Lavender Candle,Home Decor,1,2025-01-13 10:22:16,12.0,CUST-10908,United Kingdom
INV-500447,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-01-18 22:44:10,24.0,CUST-10051,United Kingdom
INV-501821,PROD-104,Organic Lavender Candle,Home Decor,6,2025-07-01 11:05:31,12.0,CUST-10051,United States
INV-503819,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-04-23 12:12:04,24.0,CUST-11194,Germany
INV-502972,PROD-104,Organic Lavender Candle,Home Decor,1,2025-08-17 06:22:46,12.0,CUST-10617,United Kingdom
INV-500091,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-06-20 12:13:43,16.75,CUST-10609,United Kingdom
INV-500607,PROD-105,Noise-Cancelling Headphones,Electronics,3,2025-10-22 03:08:40,89.99,CUST-10130,Netherlands
INV-501251,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-07-08 16:04:01,24.0,CUST-10963,United Kingdom
INV-500285,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-03-20 18:05:25,19.99,CUST-10222,United Kingdom
INV-502921,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-05-26 18:49:12,34.5,CUST-10314,United Kingdom
INV-503306,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-07-01 17:10:58,89.99,CUST-10836,France
INV-500101,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-10-13 16:18:34,14.5,CUST-11149,United Kingdom
INV-503835,PROD-104,Organic Lavender Candle,Home Decor,2,2025-09-07 03:16:20,12.0,CUST-10511,France
INV-504235,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,5,2025-12-20 21:10:30,18.25,CUST-10129,United Kingdom
INV-501678,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-11-10 19:32:25,24.0,CUST-10707,United Kingdom
INV-503823,PROD-106,Leather Executive Notebook,Stationery,4,2025-07-15 22:48:18,22.5,CUST-11067,United Kingdom
INV-500534,PROD-106,Leather Executive Notebook,Stationery,3,2025-11-19 00:32:09,22.5,CUST-10187,United Kingdom
INV-500015,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-03-12 03:57:24,28.99,CUST-10243,United Kingdom
INV-500560,PROD-106,Leather Executive Notebook,Stationery,1,2025-09-05 03:05:16,22.5,CUST-10922,United Kingdom
INV-502925,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-05-26 22:34:03,34.5,CUST-10602,Netherlands
INV-502383,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-04-16 23:08:21,89.99,CUST-10934,France
INV-500909,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-09-20 09:58:15,16.75,CUST-10933,United Kingdom
INV-501413,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,4,2025-10-23 21:50:36,19.99,,United States
INV-500118,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-03-11 06:37:47,28.99,CUST-10953,United States
INV-504062,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-07-12 00:20:08,24.0,CUST-10273,United Kingdom
INV-503113,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-09 12:14:45,22.5,CUST-10762,United Kingdom
INV-503060,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-11-01 18:12:52,19.99,CUST-10924,United Kingdom
INV-501491,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-02-21 18:07:14,19.99,CUST-10070,United Kingdom
INV-502096,PROD-106,Leather Executive Notebook,Stationery,3,2025-12-29 23:15:48,22.5,CUST-10023,Germany
INV-502254,PROD-104,Organic Lavender Candle,Home Decor,6,2025-10-12 03:07:32,12.0,CUST-10133,United Kingdom
INV-500513,PROD-110,Smart LED Desk Lamp,Electronics,5,2025-11-30 23:41:01,45.0,CUST-10757,United Kingdom
INV-501233,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-01-09 01:56:46,16.75,CUST-10937,United Kingdom
INV-504132,PROD-106,Leather Executive Notebook,Stationery,3,2025-09-08 19:41:23,22.5,CUST-10201,United Kingdom
INV-501479,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-11-28 08:56:11,9.99,CUST-10160,United Kingdom
INV-503349,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-25 07:55:17,34.5,CUST-11069,United Kingdom
INV-501540,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-07-03 06:44:34,34.5,CUST-10497,United Kingdom
INV-500129,PROD-104,Organic Lavender Candle,Home Decor,3,2025-06-28 09:19:37,12.0,CUST-10104,United Kingdom
INV-503716,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-07-17 07:40:48,89.99,CUST-10946,United Kingdom
INV-503743,PROD-102,Wireless Ergonomic Mouse,Electronics,4,2025-05-08 19:20:54,28.99,CUST-11108,United Kingdom
INV-501771,PROD-104,Organic Lavender Candle,Home Decor,2,2025-01-20 04:58:30,12.0,CUST-11100,United Kingdom
INV-504454,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-11-24 21:50:19,9.99,CUST-10524,United Kingdom
INV-503075,PROD-106,Leather Executive Notebook,Stationery,2,2025-03-06 13:47:27,22.5,CUST-10821,United Kingdom
INV-500505,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-07-01 21:52:03,28.99,CUST-10907,United Kingdom
INV-500838,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-08-29 00:07:04,28.99,CUST-10983,United Kingdom
INV-503871,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-01-24 14:24:59,45.0,CUST-10290,United Kingdom
INV-502676,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-03-24 07:24:01,24.0,CUST-10338,United States
INV-500096,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-11-15 09:39:10,45.0,CUST-10012,United Kingdom
INV-501963,PROD-105,Noise-Cancelling Headphones,Electronics,5,2025-07-04 22:37:34,89.99,CUST-10533,United Kingdom
INV-502866,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-11-12 06:25:54,18.25,CUST-10551,United Kingdom
INV-504026,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-04-09 13:22:46,18.25,CUST-10126,United States
INV-500598,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,10,2025-03-03 03:19:52,24.0,CUST-10774,United Kingdom
INV-502981,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-10-13 09:26:41,18.25,CUST-11012,United Kingdom
INV-503963,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-01-22 04:02:26,9.99,CUST-10822,France
INV-500428,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-07-31 11:32:04,45.0,CUST-10970,United Kingdom
INV-503781,PROD-105,Noise-Cancelling Headphones,Electronics,2,2025-05-06 19:02:35,89.99,CUST-10221,United Kingdom
INV-501324,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-02-11 00:21:44,28.99,CUST-10396,United Kingdom
INV-502590,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-04-08 13:41:24,18.25,CUST-10098,Spain
INV-502414,PROD-104,Organic Lavender Candle,Home Decor,4,2025-01-31 22:52:48,12.0,CUST-10278,United Kingdom
INV-501767,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-06-07 02:47:02,14.5,CUST-10692,United Kingdom
INV-501516,PROD-104,Organic Lavender Candle,Home Decor,1,2025-04-22 21:04:46,12.0,CUST-10787,United Kingdom
INV-501339,PROD-104,Organic Lavender Candle,Home Decor,1,2025-09-04 21:29:14,12.0,CUST-10375,Germany
INV-504094,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-05-02 09:20:17,18.25,CUST-10235,Australia
INV-503403,PROD-110,Smart LED Desk Lamp,Electronics,1,2025-09-30 19:18:18,45.0,CUST-10657,United Kingdom
INV-502546,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-10-21 16:20:24,16.75,CUST-10067,Germany
INV-500976,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,4,2025-07-26 19:33:10,18.25,CUST-10967,United Kingdom
INV-501614,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-04-20 09:31:47,28.99,CUST-10813,United Kingdom
INV-501584,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-10-05 19:01:20,24.0,CUST-11199,United Kingdom
INV-504061,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-02-25 06:12:07,16.75,CUST-10583,United States
INV-501270,PROD-106,Leather Executive Notebook,Stationery,5,2025-02-26 00:54:04,22.5,CUST-10616,United Kingdom
INV-500218,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-10-18 06:18:40,89.99,CUST-10871,Germany
INV-500533,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,3,2025-04-24 06:58:10,14.5,CUST-10817,Spain
INV-501495,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-11-04 17:51:17,18.25,CUST-10052,United Kingdom
INV-501373,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-12-07 13:28:56,16.75,CUST-10981,France
INV-504139,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-07-17 02:10:55,34.5,CUST-10715,United Kingdom
INV-503823,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,2,2025-11-17 00:26:41,16.75,CUST-10391,Australia
INV-503949,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,2,2025-06-28 08:52:32,34.5,CUST-11055,France
INV-500064,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-08-07 13:59:34,14.5,CUST-10190,Germany
INV-504341,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-10-04 01:34:50,34.5,CUST-10830,United Kingdom
INV-503142,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-01-16 03:28:41,34.5,CUST-11177,Spain
INV-501724,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-03-02 21:06:59,89.99,CUST-10050,United Kingdom
INV-502205,PROD-106,Leather Executive Notebook,Stationery,5,2025-02-23 02:14:18,22.5,CUST-10537,United Kingdom
INV-502985,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-06-17 03:48:24,28.99,CUST-10277,France
INV-503913,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-01-26 16:22:13,14.5,CUST-10450,United Kingdom
INV-501048,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-12-02 19:45:01,34.5,CUST-10333,United States
INV-503654,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,4,2025-03-06 12:10:56,24.0,CUST-10764,United Kingdom
INV-502872,PROD-104,Organic Lavender Candle,Home Decor,1,2025-04-10 10:20:56,12.0,CUST-10505,United Kingdom
INV-504255,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-03-15 15:55:52,19.99,CUST-10481,United Kingdom
INV-501004,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,3,2025-07-11 08:30:15,9.99,CUST-10359,Australia
INV-502122,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-06-20 00:32:07,24.0,CUST-10702,United Kingdom
INV-503981,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-09-30 04:18:32,28.99,CUST-10144,France
INV-504482,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-07-06 02:18:21,19.99,CUST-10552,Germany
INV-500471,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-01-23 20:33:13,28.99,CUST-10075,United Kingdom
INV-503405,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-06-30 19:43:48,24.0,CUST-10672,Spain
INV-500308,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-11-23 19:05:59,18.25,CUST-10287,United Kingdom
INV-502934,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-18 17:30:58,22.5,CUST-11172,United States
INV-503047,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-12-01 18:02:06,9.99,CUST-11089,United States
INV-501921,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-06-11 06:30:34,9.99,CUST-10542,United Kingdom
INV-502999,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-10-29 08:25:41,24.0,CUST-10936,United Kingdom
INV-502017,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-07-25 04:10:07,24.0,CUST-10967,France
INV-501478,PROD-110,Smart LED Desk Lamp,Electronics,4,2025-03-19 07:26:39,45.0,CUST-10198,Spain
INV-502352,PROD-104,Organic Lavender Candle,Home Decor,1,2025-01-16 15:30:20,12.0,CUST-10419,United Kingdom
INV-504197,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-11-23 04:21:14,18.25,CUST-11097,France
INV-503459,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,6,2025-04-06 04:17:06,14.5,CUST-10110,Australia
INV-503754,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-05-27 20:10:31,24.0,CUST-10093,France
INV-501231,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-01-02 12:26:31,16.75,CUST-10876,United States
INV-503120,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,6,2025-01-10 00:54:15,14.5,CUST-10359,United Kingdom
INV-500571,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-05-05 09:23:46,89.99,CUST-11192,United Kingdom
INV-503589,PROD-104,Organic Lavender Candle,Home Decor,1,2025-03-22 01:22:24,12.0,CUST-10296,Australia
INV-500147,PROD-110,Smart LED Desk Lamp,Electronics,4,2025-05-20 10:30:26,45.0,CUST-10260,Germany
INV-503443,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-11-22 08:28:17,28.99,CUST-10724,United Kingdom
INV-500596,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-05-30 07:42:03,24.0,CUST-10317,Netherlands
INV-501070,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-10-15 09:48:07,24.0,CUST-10271,Germany
INV-503745,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-12-27 03:17:25,34.5,CUST-10207,United Kingdom
C504250,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,-3,2025-12-06 18:55:06,18.25,CUST-10877,United Kingdom
INV-504325,PROD-106,Leather Executive Notebook,Stationery,1,2025-05-09 20:16:26,22.5,CUST-10402,United States
INV-503371,PROD-104,Organic Lavender Candle,Home Decor,3,2025-08-27 23:50:07,12.0,CUST-11106,Australia
INV-500157,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-02-27 15:26:09,9.99,CUST-10442,United Kingdom
INV-500922,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-07-17 22:37:14,19.99,CUST-10608,United Kingdom
INV-503318,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-07-30 22:12:05,18.25,CUST-11092,United Kingdom
INV-502346,PROD-104,Organic Lavender Candle,Home Decor,1,2025-02-14 07:04:23,12.0,CUST-10468,United States
INV-504050,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-04-07 00:12:24,9.99,CUST-10809,United Kingdom
INV-501246,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,2,2025-10-06 10:04:42,14.5,CUST-10823,United Kingdom
INV-500765,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,2,2025-01-23 14:28:02,24.0,CUST-10942,United Kingdom
INV-503651,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-12-01 15:11:29,24.0,CUST-10875,United Kingdom
INV-502612,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,3,2025-02-13 21:13:27,24.0,CUST-10460,United Kingdom
C503828,PROD-102,Wireless Ergonomic Mouse,Electronics,-3,2025-01-27 21:57:52,28.99,CUST-10090,United Kingdom
INV-500443,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-10-09 17:59:26,14.5,CUST-10288,United Kingdom
INV-500904,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-04-07 18:15:11,16.75,CUST-10793,United Kingdom
INV-502910,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-02-05 00:53:37,28.99,CUST-11004,Spain
INV-503209,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-04-19 22:24:02,89.99,CUST-10590,United Kingdom
INV-501801,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-02-24 08:25:59,89.99,CUST-10555,France
INV-500925,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,3,2025-07-11 14:51:49,19.99,CUST-10582,United Kingdom
INV-503721,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,4,2025-08-07 17:12:50,34.5,CUST-10547,United Kingdom
INV-504387,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-07-04 06:12:37,14.5,CUST-10557,United Kingdom
INV-500751,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-03-10 11:45:54,19.99,CUST-10945,Germany
INV-501234,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-11-13 10:42:50,24.0,CUST-10223,United Kingdom
INV-502922,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-05-10 01:57:14,18.25,CUST-10770,United Kingdom
INV-500662,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-02-24 04:31:03,28.99,CUST-11048,United Kingdom
INV-503195,PROD-105,Noise-Cancelling Headphones,Electronics,3,2025-04-07 11:43:00,89.99,CUST-10676,United Kingdom
INV-501584,PROD-104,Organic Lavender Candle,Home Decor,2,2025-12-02 13:54:59,12.0,CUST-10163,United States
INV-500919,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-03-28 20:38:32,16.75,CUST-10290,United Kingdom
INV-504219,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-10-21 20:55:48,19.99,CUST-10044,United Kingdom
INV-500067,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,6,2025-04-29 23:41:15,14.5,CUST-10367,France
INV-504453,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-07-27 07:28:45,19.99,CUST-10736,United Kingdom
INV-501766,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-11-30 05:26:15,18.25,CUST-10145,France
INV-501953,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-06-03 06:10:31,18.25,CUST-10922,United Kingdom
INV-502568,PROD-104,Organic Lavender Candle,Home Decor,6,2025-02-04 21:22:15,12.0,CUST-10349,Spain
INV-503708,PROD-107,Bamboo Cutting Board Set,Home & Kitchen,1,2025-03-20 13:15:31,24.0,CUST-10798,United Kingdom
INV-502671,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-03-08 06:25:00,89.99,CUST-10834,United Kingdom
INV-503399,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-12-09 02:59:28,19.99,CUST-10947,United Kingdom
INV-501353,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-02-03 16:28:57,45.0,CUST-11033,Germany
INV-500442,PROD-106,Leather Executive Notebook,Stationery,1,2025-04-07 14:04:57,22.5,CUST-10519,United Kingdom
INV-500600,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-06-18 03:09:17,18.25,CUST-11057,Australia
INV-503166,PROD-105,Noise-Cancelling Headphones,Electronics,1,2025-06-18 18:36:13,89.99,CUST-10233,United Kingdom
INV-503942,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-05-31 06:55:46,9.99,CUST-10523,United Kingdom
INV-502809,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,2,2025-03-12 19:43:58,19.99,CUST-10749,United Kingdom
INV-503388,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-01-03 15:19:09,28.99,CUST-10952,United Kingdom
INV-502786,PROD-104,Organic Lavender Candle,Home Decor,1,2025-11-10 01:32:46,12.0,CUST-10385,United Kingdom
INV-502695,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-02-01 11:32:56,9.99,CUST-10272,United Kingdom
INV-503648,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,2,2025-10-14 14:48:38,18.25,CUST-10843,United Kingdom
INV-502052,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,3,2025-03-23 19:19:10,18.25,CUST-10326,United Kingdom
INV-500631,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-02-12 14:16:48,9.99,CUST-10334,United Kingdom
INV-503442,PROD-104,Organic Lavender Candle,Home Decor,2,2025-04-15 14:51:46,12.0,CUST-10513,United Kingdom
INV-501754,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,6,2025-01-01 21:59:09,34.5,CUST-10026,United States
INV-503033,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,1,2025-03-02 11:09:27,9.99,CUST-10664,United Kingdom
INV-501578,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,3,2025-09-27 09:21:39,34.5,,Netherlands
INV-500025,PROD-101,Vintage Ceramic Teapot,Home & Kitchen,1,2025-06-29 13:45:45,14.5,CUST-10094,United Kingdom
INV-502209,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,2,2025-08-12 14:33:49,9.99,CUST-10167,United Kingdom
INV-502902,PROD-105,Noise-Cancelling Headphones,Electronics,4,2025-01-06 06:29:46,89.99,CUST-10027,United Kingdom
INV-501129,PROD-102,Wireless Ergonomic Mouse,Electronics,5,2025-04-13 16:27:53,28.99,,Australia
INV-504104,PROD-110,Smart LED Desk Lamp,Electronics,6,2025-01-10 11:33:05,45.0,CUST-11013,Netherlands
INV-504145,PROD-106,Leather Executive Notebook,Stationery,1,2025-03-12 02:05:09,22.5,CUST-10307,United Kingdom
INV-500441,PROD-103,Stainless Steel Water Bottle,Sports & Outdoors,1,2025-03-31 21:16:47,18.25,CUST-10133,United Kingdom
INV-503895,PROD-112,Minimalist Cotton Tote Bag,Fashion Accessories,4,2025-08-14 21:52:44,9.99,CUST-10785,United States
INV-501828,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-06-07 21:25:50,45.0,CUST-10703,Spain
INV-501535,PROD-110,Smart LED Desk Lamp,Electronics,2,2025-08-16 21:03:57,45.0,CUST-10494,Germany
INV-504325,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-05-06 17:35:05,16.75,CUST-10354,Spain
INV-500559,PROD-109,Insulated Lunch Cooler Bag,Travel & Outdoors,1,2025-07-28 11:54:11,16.75,CUST-10546,Australia
INV-501173,PROD-108,Aroma Essential Oil Diffuser,Health & Wellness,1,2025-04-07 21:21:50,34.5,CUST-10637,France
INV-501878,PROD-102,Wireless Ergonomic Mouse,Electronics,2,2025-03-15 09:33:27,28.99,CUST-11040,United Kingdom
INV-502255,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,4,2025-04-25 12:56:46,19.99,CUST-10109,United Kingdom
INV-501084,PROD-102,Wireless Ergonomic Mouse,Electronics,1,2025-07-10 22:05:18,28.99,CUST-10009,United Kingdom
INV-503914,PROD-111,Ceramic Pour-Over Coffee Dripper,Kitchen,1,2025-06-19 12:40:52,19.99,CUST-10562,United Kingdom
INV-500238,PROD-102,Wireless Ergonomic Mouse,Electronics,3,2025-11-03 02:50:48,28.99,CUST-11135,United Kingdom
